Id,MSSubClass,MSZoning,LotArea,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,SalePrice_log,MasVnrType,MasVnrArea,Electrical,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,MSZoning_labeled,LotShape_labeled,LandContour_labeled,Utilities_labeled,LotConfig_labeled,LandSlope_labeled,Neighborhood_labeled,Condition1_labeled,BldgType_labeled,HouseStyle_labeled,RoofStyle_labeled,RoofMatl_labeled,Exterior1st_labeled,Exterior2nd_labeled,ExterQual_labeled,Foundation_labeled,Heating_labeled,HeatingQC_labeled,CentralAir_labeled,KitchenQual_labeled,PavedDrive_labeled,SaleType_labeled,SaleCondition_labeled,MasVnrType_labeled,Electrical_labeled,BsmtQual_labeled,BsmtCond_labeled,BsmtExposure_labeled,BsmtFinType1_labeled
49,190,RM,4456,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,2fmCon,2Story,4,Gable,CompShg,MetalSd,MetalSd,TA,BrkTil,0,0,736,736,GasA,Gd,Y,736,716,0,1452,0,0,2,0,2,3,TA,8,0,0,0,N,0,0,102,0,0,0,0,6,New,Partial,113000,11.635143097694478,None,0.0,SBrkr,TA,TA,No,Unf,4,3,3,0,4,0,17,2,1,5,1,1,8,8,3,0,1,2,1,3,0,6,5,2,4,4,4,4,6
50,20,RL,7742,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,763,0,192,955,GasA,Ex,Y,955,0,0,955,1,0,1,0,3,1,TA,6,0,1,386,Y,0,0,0,0,0,0,0,1,WD,Normal,127000,11.751942365440728,None,0.0,SBrkr,TA,TA,No,BLQ,3,3,3,0,4,0,19,2,0,2,1,1,6,6,3,1,1,0,1,3,2,8,4,2,4,4,4,4,1
51,60,RL,13869,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,TA,PConc,182,0,612,794,GasA,Gd,Y,794,676,0,1470,0,1,2,0,3,1,TA,6,0,2,388,Y,0,75,0,0,0,0,0,7,WD,Normal,177000,12.083905011555967,None,0.0,SBrkr,Gd,TA,Av,GLQ,3,1,3,0,0,0,8,2,0,5,1,1,12,13,3,2,1,2,1,3,2,8,4,2,4,2,4,0,2
52,50,RM,6240,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,6,Gable,CompShg,Wd Sdng,Wd Sdng,TA,PConc,0,0,816,816,GasA,TA,Y,816,0,360,1176,0,0,1,0,3,1,TA,6,1,2,528,Y,112,0,0,0,0,0,400,9,WD,Normal,114500,11.648330101976432,None,0.0,SBrkr,TA,TA,No,Unf,4,3,3,0,4,0,3,2,0,0,1,1,13,14,3,2,1,4,1,3,2,8,4,2,4,4,4,4,6
53,90,RM,8472,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Duplex,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,Fa,CBlock,104,712,0,816,GasA,TA,N,816,0,0,816,1,0,1,0,2,1,TA,5,0,2,516,Y,106,0,0,0,0,0,0,5,WD,Normal,110000,11.608235644774552,None,0.0,SBrkr,Gd,TA,Gd,LwQ,4,1,0,0,0,1,9,8,2,2,1,1,13,14,1,1,1,4,0,3,2,8,4,2,4,2,4,1,3
54,20,RL,50271,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,1Fam,1Story,9,Gable,WdShngl,WdShing,Wd Shng,Gd,CBlock,1810,0,32,1842,GasA,Gd,Y,1842,0,0,1842,2,0,0,1,0,1,Gd,5,1,3,894,Y,857,72,0,0,0,0,0,11,WD,Normal,385000,12.86099861326992,None,0.0,SBrkr,Ex,TA,Gd,GLQ,3,0,2,0,4,0,24,2,0,2,1,7,14,15,2,1,1,2,1,2,2,8,4,2,4,0,4,1,2
55,80,RL,7134,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,1Fam,SLvl,5,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,384,0,0,384,GasA,TA,Y,1360,0,0,1360,0,0,1,0,3,1,TA,6,1,2,572,Y,0,50,0,0,0,0,0,2,WD,Normal,130000,11.77528972943772,None,0.0,SBrkr,TA,TA,No,ALQ,3,3,0,0,4,1,12,2,0,7,1,1,8,8,3,1,1,4,1,3,2,8,4,2,4,4,4,4,0
56,20,RL,10175,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,Gable,CompShg,HdBoard,Plywood,TA,CBlock,490,0,935,1425,GasA,Gd,Y,1425,0,0,1425,0,0,2,0,3,1,TA,7,1,2,576,Y,0,0,0,407,0,0,0,7,WD,Normal,180500,12.103486056755072,BrkFace,272.0,SBrkr,TA,TA,No,BLQ,3,0,3,0,4,0,12,2,0,2,1,1,6,10,3,1,1,2,1,3,2,8,4,1,4,4,4,4,1
57,160,FV,2645,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Twnhs,2Story,8,Gable,CompShg,MetalSd,MetalSd,Gd,PConc,649,0,321,970,GasA,Ex,Y,983,756,0,1739,1,0,2,1,3,1,Gd,7,0,2,480,Y,115,0,0,0,0,0,0,8,WD,Abnorml,172500,12.058152515453552,BrkFace,456.0,SBrkr,Gd,TA,No,GLQ,1,3,3,0,4,0,21,2,3,5,1,1,8,8,2,2,1,0,1,2,2,8,0,1,4,2,4,4,2
58,60,RL,11645,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,0,0,860,860,GasA,Ex,Y,860,860,0,1720,0,0,2,1,3,1,Gd,7,0,2,565,Y,0,70,0,0,0,0,0,8,WD,Normal,196500,12.188417710291453,None,0.0,SBrkr,Gd,TA,No,Unf,3,0,3,0,0,0,5,2,0,5,1,1,12,13,2,2,1,0,1,2,2,8,4,2,4,2,4,4,6
59,60,RL,13682,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,1Fam,2Story,10,Hip,CompShg,VinylSd,VinylSd,Ex,PConc,0,0,1410,1410,GasA,Ex,Y,1426,1519,0,2945,0,0,3,1,3,1,Gd,10,1,3,641,Y,192,0,37,0,0,0,0,10,New,Partial,438780,12.991753427493052,BrkFace,1031.0,SBrkr,Ex,TA,Gd,Unf,3,1,1,0,1,0,22,2,0,5,3,1,12,13,0,2,1,0,1,2,2,6,5,1,4,0,4,1,6
60,20,RL,7200,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,TA,CBlock,632,0,148,780,GasA,Ex,Y,780,0,0,780,0,0,1,0,2,1,TA,4,0,1,352,Y,196,0,0,0,0,0,0,1,WD,Normal,124900,11.73526869611367,None,0.0,SBrkr,TA,TA,Av,ALQ,3,3,0,0,4,0,5,2,0,2,1,1,6,6,3,1,1,0,1,3,2,8,4,2,4,4,4,0,0
61,20,RL,13072,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,1Fam,1Story,6,Gable,CompShg,VinylSd,VinylSd,TA,PConc,941,0,217,1158,GasA,Ex,Y,1158,0,0,1158,1,0,1,1,3,1,Gd,5,0,2,576,Y,0,50,0,0,0,0,0,5,New,Partial,158000,11.970350312009105,None,0.0,SBrkr,Gd,TA,No,ALQ,3,3,3,0,4,0,20,5,0,2,1,1,12,13,3,2,1,0,1,2,2,6,5,2,4,2,4,4,0
62,75,RM,7200,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,1Fam,2.5Unf,5,Gable,CompShg,MetalSd,MetalSd,TA,BrkTil,0,0,530,530,GasA,TA,N,581,530,0,1111,0,0,1,0,3,1,Fa,6,0,1,288,N,0,0,144,0,0,0,0,3,WD,Normal,101000,11.522875795823397,None,0.0,SBrkr,TA,Fa,No,Unf,4,3,3,0,4,0,9,2,0,4,1,1,8,8,3,0,1,4,0,1,0,8,4,2,4,4,0,4,6
63,120,RL,6442,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,TwnhsE,1Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,24,0,1346,1370,GasA,Ex,Y,1370,0,0,1370,0,0,2,0,2,1,Gd,6,1,2,484,Y,120,49,0,0,0,0,0,10,WD,Normal,202500,12.218495165528731,Stone,178.0,SBrkr,Gd,Gd,Mn,GLQ,3,0,3,0,4,0,16,2,4,2,1,1,12,13,2,2,1,0,1,2,2,8,4,3,4,2,1,2,2
64,70,RM,10300,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,1Fam,2Story,7,Gable,CompShg,Stucco,Stucco,TA,BrkTil,0,0,576,576,GasA,Gd,Y,902,808,0,1710,0,0,2,0,3,1,TA,9,0,2,480,Y,12,11,64,0,0,0,0,4,WD,Normal,140000,11.84939770159144,None,0.0,SBrkr,TA,TA,No,Unf,4,0,0,0,4,0,17,6,0,5,1,1,11,12,3,0,1,2,1,3,2,8,4,2,4,4,4,4,6
65,60,RL,9375,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,TA,PConc,739,0,318,1057,GasA,Ex,Y,1057,977,0,2034,1,0,2,1,3,1,Gd,8,0,2,645,Y,576,36,0,0,0,0,0,2,WD,Normal,219500,12.299107511497363,BrkFace,573.0,SBrkr,Gd,TA,No,GLQ,3,3,3,0,4,0,5,2,0,5,1,1,12,13,3,2,1,0,1,2,2,8,4,1,4,2,4,4,2
66,60,RL,9591,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,0,0,1143,1143,GasA,Ex,Y,1143,1330,0,2473,0,0,2,1,4,1,Gd,9,1,3,852,Y,192,151,0,0,0,0,0,10,WD,Normal,317000,12.666657052859417,BrkFace,344.0,SBrkr,Ex,TA,Av,Unf,3,3,3,0,4,0,16,2,0,5,1,1,12,13,2,2,1,0,1,2,2,8,4,1,4,0,4,0,6
67,20,RL,19900,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,1Fam,1Story,7,Gable,CompShg,Plywood,Plywood,TA,CBlock,912,0,1035,1947,GasA,TA,Y,2207,0,0,2207,1,0,2,0,3,1,TA,7,1,2,576,Y,301,0,0,0,0,0,0,7,WD,Normal,180000,12.100712129872347,BrkFace,287.0,SBrkr,Gd,TA,Gd,GLQ,3,3,3,0,4,0,12,3,0,2,1,1,9,10,3,1,1,4,1,3,2,8,4,1,4,2,4,1,2
68,20,RL,10665,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,1013,0,440,1453,GasA,Ex,Y,1479,0,0,1479,1,0,2,0,3,1,Gd,7,0,2,558,Y,144,29,0,0,0,0,0,6,WD,Normal,226000,12.328290278254423,BrkFace,167.0,SBrkr,Gd,TA,Av,GLQ,3,0,3,0,4,0,5,2,0,2,1,1,12,13,2,2,1,0,1,2,2,8,4,1,4,2,4,0,2
69,30,RM,4608,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,1Fam,1Story,4,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,0,0,747,747,GasA,TA,Y,747,0,0,747,0,0,1,0,2,1,TA,4,0,1,220,Y,0,0,0,0,0,0,0,6,WD,Normal,80000,11.289781913656018,None,0.0,SBrkr,TA,TA,No,Unf,4,3,3,0,0,0,17,0,0,2,1,1,8,8,3,1,1,4,1,3,2,8,4,2,4,4,4,4,6
70,50,RL,15593,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,1Fam,1.5Fin,7,Gable,CompShg,BrkFace,AsbShng,Gd,CBlock,603,0,701,1304,GasW,TA,Y,1304,983,0,2287,0,0,2,0,3,1,TA,7,1,2,667,Y,0,21,114,0,0,0,0,7,WD,Normal,225000,12.323855681186558,None,0.0,SBrkr,TA,TA,No,BLQ,3,3,3,0,0,0,4,2,0,0,1,1,3,0,2,1,2,4,1,3,2,8,4,2,4,4,4,4,1
71,20,RL,13651,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,7,Gable,CompShg,Plywood,Plywood,TA,CBlock,1880,0,343,2223,GasA,Ex,Y,2223,0,0,2223,1,0,2,0,3,1,TA,8,2,2,516,Y,300,0,0,0,0,0,0,2,WD,Normal,244000,12.404923504275338,BrkFace,1115.0,SBrkr,Gd,TA,Gd,ALQ,3,0,3,0,4,0,12,2,0,2,1,1,9,10,3,1,1,0,1,3,2,8,4,1,4,2,4,1,0
72,20,RL,7599,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,1Fam,1Story,4,Gable,CompShg,HdBoard,Plywood,TA,CBlock,565,0,280,845,GasA,TA,Y,845,0,0,845,1,0,1,0,2,1,TA,4,0,2,360,Y,0,0,0,0,0,0,0,6,WD,Normal,129500,11.771436160121729,None,0.0,SBrkr,TA,TA,No,ALQ,3,3,3,0,0,0,11,2,0,2,1,1,6,10,3,1,1,4,1,3,2,8,4,2,4,4,4,4,0
73,60,RL,10141,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,TA,PConc,0,0,832,832,GasA,Gd,Y,885,833,0,1718,0,0,2,1,3,1,TA,7,1,2,427,Y,0,94,0,0,291,0,0,12,WD,Normal,185000,12.128111104060462,BrkFace,40.0,SBrkr,Gd,TA,No,Unf,3,0,3,0,0,0,8,2,0,5,1,1,12,13,3,2,1,2,1,3,2,8,4,1,4,2,4,4,6
74,20,RL,10200,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,320,362,404,1086,GasA,Gd,Y,1086,0,0,1086,1,0,1,0,3,1,TA,6,0,2,490,Y,0,0,0,0,0,0,0,5,WD,Normal,144900,11.883799128308773,BrkFace,104.0,SBrkr,TA,TA,No,ALQ,3,3,3,0,4,0,12,2,0,2,1,1,13,14,3,1,1,2,1,3,2,8,4,1,4,4,4,4,0
75,50,RM,5790,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,2Story,3,Gambrel,CompShg,VinylSd,VinylSd,Gd,CBlock,0,0,840,840,GasA,Gd,N,840,765,0,1605,0,0,2,0,3,2,TA,8,0,1,379,Y,0,0,202,0,0,0,0,5,WD,Normal,107400,11.584315461056901,None,0.0,SBrkr,Fa,TA,No,Unf,4,3,3,0,0,0,17,2,0,5,2,1,12,13,2,1,1,2,0,3,2,8,4,2,4,1,4,4,6
76,180,RM,1596,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Twnhs,SLvl,4,Gable,CompShg,CemntBd,CmentBd,TA,CBlock,462,0,0,462,GasA,TA,Y,526,462,0,988,1,0,1,0,2,1,TA,5,0,1,297,Y,120,101,0,0,0,0,0,11,WD,Normal,91000,11.418614785498987,None,0.0,SBrkr,Gd,TA,Gd,GLQ,4,3,3,0,4,0,10,2,3,7,1,1,5,5,3,1,1,4,1,3,2,8,4,2,4,2,4,1,2
77,20,RL,8475,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,Gable,CompShg,VinylSd,VinylSd,TA,CBlock,228,0,724,952,GasA,Ex,Y,952,0,0,952,0,0,1,0,2,1,TA,4,0,1,283,Y,0,0,0,0,0,0,0,4,WD,Normal,135750,11.818570237796182,None,0.0,FuseA,TA,TA,No,ALQ,3,0,3,0,4,0,12,2,0,2,1,1,12,13,3,1,1,0,1,3,2,8,4,2,0,4,4,4,0
78,50,RM,8635,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,CBlock,336,41,295,672,GasA,TA,Y,1072,213,0,1285,1,0,1,0,2,1,TA,6,0,1,240,Y,0,0,0,0,0,0,0,1,WD,Normal,127000,11.751942365440728,None,0.0,SBrkr,TA,TA,No,BLQ,4,3,3,0,4,0,3,2,0,0,1,1,13,14,3,1,1,4,1,3,2,8,4,2,4,4,4,4,1
79,90,RL,10778,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Duplex,1Story,4,Hip,CompShg,HdBoard,HdBoard,TA,CBlock,0,0,1768,1768,GasA,TA,N,1768,0,0,1768,0,0,2,0,4,2,TA,8,0,0,0,Y,0,0,0,0,0,0,0,4,WD,Normal,136500,11.824079893607152,None,0.0,SBrkr,TA,TA,No,Unf,3,3,3,0,4,0,19,2,2,2,3,1,6,6,3,1,1,4,0,3,2,8,4,2,4,4,4,4,6
80,50,RM,10440,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,1Fam,2Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,PConc,0,0,440,440,GasA,Gd,Y,682,548,0,1230,0,0,1,1,2,1,TA,5,0,2,440,Y,74,0,128,0,0,0,0,5,WD,Normal,110000,11.608235644774552,None,0.0,SBrkr,TA,TA,No,Unf,4,3,3,0,0,0,17,2,0,5,1,1,13,14,3,2,1,2,1,3,2,8,4,2,4,4,4,4,6
81,60,RL,13000,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,TA,CBlock,448,0,448,896,GasA,TA,Y,1182,960,0,2142,0,0,2,1,4,1,Gd,8,1,1,509,Y,0,72,0,0,252,0,0,6,WD,Normal,193500,12.173032791451973,BrkFace,576.0,SBrkr,Gd,TA,No,Rec,3,3,3,0,0,0,12,2,0,5,1,1,12,13,3,1,1,4,1,2,2,8,4,1,4,2,4,4,5
82,120,RM,4500,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,TwnhsE,1Story,6,Hip,CompShg,VinylSd,VinylSd,TA,PConc,1201,0,36,1237,GasA,Ex,Y,1337,0,0,1337,1,0,2,0,2,1,TA,5,0,2,405,Y,0,199,0,0,0,0,0,3,WD,Normal,153500,11.941455846009388,BrkFace,443.0,SBrkr,Ex,Gd,No,GLQ,4,3,3,0,2,0,11,2,4,2,3,1,12,13,3,2,1,0,1,3,2,8,4,1,4,0,1,4,2
83,20,RL,10206,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,TA,PConc,33,0,1530,1563,GasA,Ex,Y,1563,0,0,1563,0,0,2,0,3,1,Gd,6,1,3,758,Y,144,99,0,0,0,0,0,10,WD,Normal,245000,12.409013489526863,Stone,468.0,SBrkr,Gd,TA,No,GLQ,3,3,3,0,4,0,21,2,0,2,1,1,12,13,3,2,1,0,1,2,2,8,4,3,4,2,4,4,2
84,20,RL,8892,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,TA,CBlock,0,0,1065,1065,GasA,Gd,Y,1065,0,0,1065,0,0,1,1,3,1,TA,6,0,2,461,Y,74,0,0,0,0,0,0,7,COD,Normal,126500,11.747997587149712,BrkCmn,66.0,SBrkr,TA,TA,No,Unf,3,0,3,0,4,0,12,2,0,2,1,1,8,8,3,1,1,2,1,3,2,0,4,0,4,4,4,4,6
85,80,RL,8530,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,SLvl,7,Gable,CompShg,HdBoard,HdBoard,TA,PConc,0,0,384,384,GasA,Gd,Y,804,670,0,1474,0,0,2,1,3,1,TA,7,1,2,400,Y,120,72,0,0,0,0,700,5,WD,Normal,168500,12.034691028774553,BrkFace,22.0,SBrkr,Gd,TA,No,Unf,3,0,3,0,4,0,8,2,0,7,1,1,6,6,3,2,1,2,1,3,2,8,4,1,4,2,4,4,6
86,60,RL,16059,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,1Fam,2Story,8,Hip,CompShg,HdBoard,HdBoard,Gd,CBlock,0,0,1288,1288,GasA,Ex,Y,1301,1116,0,2417,0,0,2,1,4,1,Gd,9,1,2,462,Y,127,82,0,0,0,0,0,4,WD,Normal,260000,12.468436909997665,BrkFace,284.0,SBrkr,Gd,TA,No,Unf,3,3,3,0,0,0,15,2,0,5,3,1,6,6,2,1,1,0,1,2,2,8,4,1,4,2,4,4,6
87,60,RL,11911,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,0,0,684,684,GasA,Ex,Y,684,876,0,1560,0,0,2,1,3,1,Gd,6,1,2,400,Y,100,38,0,0,0,0,0,3,WD,Normal,174000,12.066810578196666,None,0.0,SBrkr,Gd,TA,Av,Unf,3,1,3,0,4,0,8,2,0,5,1,1,12,13,2,2,1,0,1,2,2,8,4,2,4,2,4,0,6
88,160,FV,3951,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,TwnhsE,2Story,6,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,0,0,612,612,GasA,Ex,Y,612,612,0,1224,0,0,2,1,2,1,Gd,4,0,2,528,Y,0,234,0,0,0,0,0,6,New,Partial,164500,12.010665849187564,Stone,76.0,SBrkr,Gd,TA,Av,Unf,1,3,3,0,0,0,21,2,4,5,1,1,12,13,2,2,1,0,1,2,2,6,5,3,4,2,4,0,6
89,50,C (all),8470,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,1Fam,1.5Fin,3,Hip,CompShg,Plywood,Plywood,Fa,CBlock,0,0,1013,1013,GasA,TA,N,1013,0,513,1526,0,0,1,0,2,1,Fa,6,0,0,0,N,0,0,156,0,0,0,0,10,ConLD,Abnorml,85000,11.350406535472453,None,0.0,SBrkr,TA,Fa,No,Unf,0,0,3,0,0,0,9,1,0,0,3,1,9,10,1,1,1,4,0,1,0,3,0,2,4,4,0,4,6
90,20,RL,8070,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,4,Gable,CompShg,VinylSd,VinylSd,TA,PConc,588,0,402,990,GasA,Ex,Y,990,0,0,990,1,0,1,0,3,1,TA,5,0,0,0,Y,0,0,0,0,0,0,0,8,WD,Normal,123600,11.724805824005728,None,0.0,SBrkr,Gd,TA,No,GLQ,3,3,3,0,4,0,5,2,0,2,1,1,12,13,3,2,1,0,1,3,2,8,4,2,4,2,4,4,2
91,20,RL,7200,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,Gable,CompShg,BrkFace,Wd Sdng,TA,Slab,0,0,0,0,GasA,TA,Y,1040,0,0,1040,0,0,1,0,2,1,TA,4,0,2,420,Y,0,29,0,0,0,0,0,7,WD,Normal,109900,11.607326140391713,None,0.0,FuseA,NA,NA,NA,NA,3,3,3,0,4,0,12,2,0,2,1,1,3,14,3,3,1,4,1,3,2,8,4,2,0,3,2,3,4
92,20,RL,8500,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,Hip,CompShg,HdBoard,HdBoard,TA,CBlock,600,0,635,1235,GasA,TA,Y,1235,0,0,1235,0,0,1,0,2,1,TA,6,0,2,480,Y,0,0,0,0,0,0,0,12,WD,Abnorml,98600,11.498826540590727,BrkCmn,203.0,SBrkr,TA,TA,No,Rec,3,3,3,0,4,0,12,2,0,2,3,1,6,6,3,1,1,4,1,3,2,8,0,0,4,4,4,4,5
93,30,RL,13360,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkTil,713,0,163,876,GasA,Ex,Y,964,0,0,964,1,0,1,0,2,1,TA,5,0,2,432,Y,0,0,44,0,0,0,0,8,WD,Normal,163500,12.004568269319446,None,0.0,SBrkr,Gd,TA,No,ALQ,3,0,1,0,4,0,6,2,0,2,1,1,13,14,3,0,1,0,1,3,2,8,4,2,4,2,4,4,0
94,190,C (all),7200,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,2fmCon,2.5Unf,6,Hip,CompShg,MetalSd,MetalSd,TA,BrkTil,1046,0,168,1214,GasW,Ex,N,1260,1031,0,2291,0,1,2,0,4,2,TA,9,1,2,506,Y,0,0,0,0,99,0,0,11,WD,Normal,133900,11.804848531679264,None,0.0,SBrkr,TA,Fa,Mn,Rec,0,3,3,0,0,0,17,2,1,4,3,1,8,8,3,0,2,0,0,3,2,8,4,2,4,4,0,2,5
95,60,RL,9337,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,TA,PConc,648,0,176,824,GasA,Ex,Y,905,881,0,1786,1,0,2,1,3,1,Gd,7,0,2,684,Y,0,162,0,0,0,0,0,5,WD,Normal,204750,12.229545001715316,None,0.0,SBrkr,Gd,TA,No,GLQ,3,0,3,0,4,0,5,2,0,5,1,1,12,13,3,2,1,0,1,2,2,8,4,2,4,2,4,4,2
96,60,RL,9765,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,Ex,PConc,310,0,370,680,GasA,Gd,Y,680,790,0,1470,0,0,2,1,3,1,TA,6,1,2,420,Y,232,63,0,0,0,0,480,4,WD,Normal,185000,12.128111104060462,BrkFace,68.0,SBrkr,Gd,Gd,No,ALQ,3,1,3,0,0,0,8,2,0,5,1,1,12,13,0,2,1,2,1,3,2,8,4,1,4,2,1,4,0
97,20,RL,10264,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,PConc,1162,0,426,1588,GasA,Ex,Y,1588,0,0,1588,0,0,2,0,3,1,Gd,6,0,2,472,Y,158,29,0,0,0,0,0,8,WD,Normal,214000,12.273731294003989,BrkFace,183.0,SBrkr,Gd,TA,Av,ALQ,3,0,3,0,4,0,5,2,0,2,1,1,12,13,2,2,1,0,1,2,2,8,4,1,4,2,4,0,0
98,20,RL,10921,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,1Fam,1Story,4,Hip,CompShg,HdBoard,HdBoard,TA,CBlock,520,0,440,960,GasA,TA,Y,960,0,0,960,1,0,1,0,3,1,TA,6,0,1,432,P,120,0,0,0,0,0,0,5,WD,Normal,94750,11.458997122944673,BrkFace,48.0,FuseF,TA,TA,No,Rec,3,3,1,0,4,0,7,2,0,2,3,1,6,6,3,1,1,4,1,3,1,8,4,1,1,4,4,4,5
99,30,RL,10625,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,BrkTil,108,0,350,458,GasA,Fa,N,835,0,0,835,0,0,1,0,2,1,TA,5,0,1,366,Y,0,0,77,0,0,0,400,5,COD,Abnorml,83000,11.326595886778735,None,0.0,SBrkr,TA,TA,No,ALQ,3,3,3,0,0,0,7,2,0,2,1,1,13,14,3,0,1,1,0,3,2,0,0,2,4,4,4,4,0
